precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH
DAVIDSON3-21,892.0,2.0,0.0,4.0,0.0,24.0,3.0,0.0,3.0,0.0,1.0,11.0,62.0,0.0
DAVIDSON3-22,1296.0,0.0,0.0,3.0,0.0,109.0,1.0,0.0,8.0,0.0,3.0,20.0,1395.0,1.0
DAVIDSON3-23,1122.0,0.0,0.0,4.0,0.0,114.0,0.0,0.0,10.0,0.0,4.0,17.0,975.0,0.0
DAVIDSON3-24,683.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,8.0,0.0,1.0,10.0,398.0,0.0
DAVIDSON3-25,1406.0,0.0,0.0,6.0,0.0,123.0,1.0,0.0,15.0,0.0,3.0,15.0,1111.0,0.0
DAVIDSON3-26,1217.0,0.0,0.0,8.0,0.0,140.0,7.0,0.0,8.0,0.0,12.0,19.0,950.0,0.0
DAVIDSON3-27,913.0,0.0,0.0,4.0,0.0,118.0,3.0,0.0,18.0,0.0,4.0,24.0,835.0,0.0
DAVIDSON3-28,754.0,0.0,0.0,2.0,0.0,26.0,4.0,0.0,1.0,0.0,1.0,7.0,326.0,0.0
DAVIDSON3-29,717.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,6.0,192.0,0.0
DAVIDSON3-30,253.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,2.0,0.0,1.0,9.0,183.0,0.0
DAVIDSON3-31,1394.0,1.0,0.0,3.0,2.0,166.0,7.0,0.0,20.0,0.0,10.0,24.0,1137.0,0.0
DAVIDSON3-32,1078.0,0.0,0.0,2.0,0.0,48.0,4.0,0.0,5.0,0.0,1.0,17.0,363.0,0.0
DAVIDSON3-33,2491.0,0.0,0.0,3.0,0.0,68.0,8.0,0.0,5.0,0.0,7.0,32.0,887.0,0.0
DAVIDSON3-34,1268.0,0.0,0.0,1.0,0.0,134.0,2.0,0.0,7.0,0.0,9.0,20.0,1506.0,0.0
DAVIDSON3-35,1981.0,0.0,0.0,2.0,0.0,185.0,2.0,0.0,11.0,0.0,11.0,40.0,1976.0,0.0
DAVIDSON4-13,113.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,105.0,0.0
DAVIDSON4-14,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
DAVIDSON4-15,520.0,0.0,0.0,2.0,0.0,54.0,1.0,0.0,3.0,0.0,5.0,13.0,440.0,0.0
DAVIDSON4-16,218.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,8.0,106.0,0.0
DAVIDSON4-17,1316.0,2.0,0.0,2.0,0.0,102.0,1.0,0.0,22.0,0.0,3.0,21.0,375.0,0.0
DAVIDSON4-18,1406.0,0.0,0.0,4.0,0.0,69.0,1.0,0.0,14.0,0.0,7.0,24.0,360.0,1.0
DAVIDSON4-19,739.0,0.0,0.0,4.0,0.0,70.0,1.0,0.0,4.0,0.0,3.0,8.0,279.0,0.0
DAVIDSON4-21,932.0,0.0,0.0,2.0,0.0,121.0,0.0,0.0,11.0,0.0,2.0,22.0,412.0,0.0
DAVIDSON4-22,567.0,1.0,0.0,5.0,0.0,58.0,0.0,0.0,1.0,0.0,2.0,15.0,479.0,0.0
DAVIDSON4-23,627.0,0.0,0.0,2.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,4.0,1024.0,0.0
DAVIDSON4-24,561.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,15.0,0.0,2.0,14.0,145.0,0.0
DAVIDSON4-25,1153.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,17.0,0.0,7.0,21.0,532.0,0.0
DAVIDSON4-26,339.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,11.0,0.0,3.0,6.0,423.0,0.0
DAVIDSON4-29,1810.0,2.0,0.0,2.0,0.0,79.0,2.0,0.0,6.0,0.0,9.0,18.0,899.0,0.0
DAVIDSON4-30,770.0,0.0,0.0,2.0,0.0,34.0,1.0,0.0,4.0,0.0,8.0,14.0,408.0,0.0
DAVIDSON4-31,1543.0,3.0,0.0,4.0,0.0,130.0,4.0,0.0,19.0,0.0,7.0,24.0,1578.0,0.0
DAVIDSON4-32,1137.0,0.0,0.0,4.0,0.0,37.0,3.0,0.0,2.0,0.0,3.0,18.0,256.0,0.0
DAVIDSON4-33,578.0,2.0,0.0,2.0,0.0,20.0,0.0,0.0,1.0,0.0,2.0,8.0,344.0,0.0
DAVIDSON4-34,793.0,0.0,0.0,2.0,0.0,63.0,4.0,0.0,3.0,0.0,1.0,8.0,850.0,0.0
DAVIDSON4-35,979.0,1.0,0.0,2.0,0.0,94.0,3.0,0.0,11.0,0.0,5.0,17.0,1097.0,0.0
DAVIDSON5-14,853.0,0.0,0.0,4.0,0.0,91.0,3.0,0.0,5.0,0.0,4.0,25.0,703.0,0.0
DAVIDSON5-15,96.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,20.0,0.0
DAVIDSON5-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVIDSON5-17,202.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,1.0,6.0,116.0,0.0
DAVIDSON5-18,55.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
DAVIDSON5-19,470.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,38.0,0.0
DAVIDSON5-23,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
DAVIDSON5-24,943.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,11.0,0.0,1.0,13.0,416.0,0.0
DAVIDSON5-34,972.0,0.0,0.0,2.0,0.0,106.0,0.0,0.0,10.0,0.0,4.0,19.0,1134.0,0.0
DAVIDSON6-17,355.0,1.0,0.0,2.0,0.0,25.0,2.0,0.0,6.0,0.0,4.0,13.0,233.0,0.0
DAVIDSON6-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
DAVIDSON6-24,1334.0,0.0,0.0,2.0,0.0,125.0,4.0,0.0,11.0,0.0,6.0,17.0,956.0,0.0
DAVIDSON7-17,460.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,7.0,143.0,0.0
DAVIDSONABSENTEE,3913.0,1.0,0.0,10.0,0.0,212.0,7.0,0.0,21.0,0.0,37.0,58.0,2194.0,0.0
DAVIDSONEARLY VOTING - WRITE-INS,0.0,66.0,0.0,0.0,2.0,0.0,0.0,1.0,1207.0,0.0,0.0,0.0,0.0,1.0
DAVIDSONPROVISIONAL - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
DEKALBEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DYEREARLY VOTING,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
FAYETTEEARLY VOTING - WRITE-INS,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
FENTRESSEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
FRANKLINEARLY VOTING - WRITE-INS,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
GIBSON10 AGRI-PLEX,565.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,2.0,0.0,1.0,3.0,654.0,0.0
GIBSON11-4 UNION CENTRAL,58.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,2.0,2.0,442.0,0.0
GIBSON3 BAILEY PARK,194.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,1.0,1.0,664.0,0.0
GIBSON6 HUMBOLDT HS,128.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,124.0,0.0
HAMBLEN1-13,312.0,3.0,0.0,5.0,0.0,43.0,6.0,0.0,18.0,0.0,12.0,11.0,1566.0,0.0
HAMBLEN1-14,342.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0,17.0,0.0,3.0,3.0,1425.0,0.0
HENRYEARLY VOTING - WRITE-INS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
HUMPHREYS4-5 NJMC,293.0,2.0,0.0,3.0,0.0,25.0,1.0,0.0,1.0,0.0,7.0,0.0,773.0,0.0
JACKSONEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JOHNSON7 CITY,159.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,4.0,696.0,0.0
JOHNSONEARLY VOTING - WRITE-INS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
KNOX19E THRIVE LONSDALE,440.0,0.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,0.0,4.0,9.0,142.0,0.0
KNOX19W THRIVE LONSDALE,223.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,3.0,0.0,1.0,5.0,109.0,0.0
KNOX65E SHORELINE,1554.0,5.0,0.0,8.0,0.0,224.0,1.0,0.0,36.0,0.0,33.0,38.0,2915.0,0.0
KNOX69N WEST VALLEY,1041.0,0.0,0.0,8.0,0.0,140.0,4.0,0.0,22.0,0.0,15.0,16.0,1698.0,0.0
KNOX69S NORTHSHORE,962.0,1.0,0.0,5.0,1.0,126.0,4.0,0.0,38.0,0.0,19.0,29.0,1762.0,0.0
KNOX70E AMHERST,1102.0,0.0,0.0,8.0,3.0,178.0,2.0,0.0,42.0,0.0,30.0,24.0,2593.0,0.0
KNOX90 SOUTH DOYLE,673.0,2.0,0.0,6.0,0.0,73.0,3.0,0.0,18.0,0.0,15.0,18.0,1973.0,0.0
LAUDERDALEEARLY VOTING - WRITE-INS,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MACONARMORY,122.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,4.0,688.0,0.0
MACONEARLY VOTING - WRITE-INS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
MACONWELCOME CENTER,106.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,792.0,0.0
MADISON2-3 MONTESSORI,699.0,2.0,0.0,2.0,0.0,46.0,0.0,0.0,52.0,0.0,3.0,14.0,690.0,0.0
MARSHALL6 PARKVIEW,319.0,1.0,0.0,3.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,7.0,760.0,0.0
MARSHALLEARLY VOTING - WRITE-INS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
MCMINNJONES CHAPEL,92.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,725.0,0.0
MONROE01,458.0,0.0,0.0,6.0,1.0,48.0,0.0,0.0,4.0,0.0,5.0,10.0,1783.0,0.0
MONROE02,363.0,1.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,889.0,0.0
MONROE03,155.0,0.0,0.0,4.0,0.0,23.0,2.0,0.0,1.0,0.0,5.0,3.0,623.0,0.0
MONROE04,312.0,3.0,0.0,1.0,1.0,45.0,3.0,0.0,1.0,0.0,7.0,8.0,1352.0,0.0
MONROE05,426.0,0.0,0.0,5.0,0.0,47.0,1.0,0.0,2.0,0.0,6.0,4.0,1347.0,0.0
MONROE06,241.0,0.0,0.0,1.0,0.0,23.0,2.0,0.0,0.0,0.0,3.0,7.0,1046.0,0.0
MONROE07,367.0,5.0,0.0,3.0,0.0,49.0,2.0,0.0,2.0,0.0,6.0,5.0,1450.0,0.0
MONROE08,98.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,2.0,495.0,0.0
MONROE09,186.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,4.0,849.0,0.0
MONROE10,88.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,483.0,0.0
MONROE11,284.0,1.0,0.0,1.0,0.0,24.0,3.0,0.0,2.0,0.0,3.0,7.0,1618.0,0.0
MONROE12,78.0,0.0,0.0,2.0,0.0,15.0,5.0,0.0,0.0,0.0,1.0,1.0,649.0,0.0
MONROE14,130.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,3.0,790.0,0.0
MONTGOMERYEARLY VOTING - WRITE-INS,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0
OVERTONEARLY VOTING - WRITE-INS,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
PUTNAM4B MONTEREY CITY,185.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,7.0,469.0,0.0
PUTNAMEARLY VOTING - WRITE-INS,0.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,0.0,0.0
RHEA1-1 SPRING CITY NORTH,213.0,0.0,0.0,6.0,0.0,29.0,2.0,0.0,3.0,0.0,13.0,6.0,869.0,0.0
RHEA2-1 SPRING CITY SOUTH,268.0,2.0,0.0,3.0,0.0,23.0,1.0,0.0,5.0,0.0,2.0,3.0,941.0,0.0
ROBERTSONEARLY VOTING - WRITE-INS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
RUTHERFORD1-14,1098.0,0.0,0.0,3.0,0.0,117.0,4.0,0.0,8.0,0.0,13.0,29.0,2153.0,0.0
RUTHERFORD1-15,934.0,0.0,0.0,1.0,0.0,107.0,1.0,0.0,3.0,0.0,10.0,7.0,1808.0,1.0
RUTHERFORD1-16,1108.0,0.0,0.0,2.0,2.0,117.0,2.0,0.0,5.0,0.0,9.0,44.0,944.0,0.0
RUTHERFORD1-17,971.0,3.0,0.0,2.0,0.0,105.0,1.0,0.0,6.0,0.0,3.0,43.0,743.0,0.0
RUTHERFORD1-18,1189.0,1.0,0.0,8.0,0.0,101.0,3.0,0.0,9.0,0.0,6.0,38.0,777.0,1.0
RUTHERFORD1-19,594.0,0.0,0.0,6.0,0.0,76.0,1.0,0.0,7.0,0.0,10.0,15.0,1574.0,1.0
RUTHERFORD1-21,1227.0,0.0,0.0,5.0,0.0,95.0,4.0,0.0,3.0,0.0,3.0,56.0,762.0,0.0
RUTHERFORD2-14,1058.0,1.0,0.0,1.0,0.0,122.0,2.0,0.0,2.0,0.0,14.0,25.0,2446.0,0.0
RUTHERFORD2-15,1157.0,0.0,0.0,4.0,1.0,102.0,2.0,0.0,6.0,0.0,10.0,27.0,1408.0,0.0
RUTHERFORD2-16,210.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,2.0,0.0,1.0,5.0,262.0,0.0
RUTHERFORD2-17,276.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,5.0,107.0,0.0
RUTHERFORD2-18,692.0,0.0,0.0,5.0,0.0,82.0,2.0,0.0,2.0,0.0,2.0,8.0,1320.0,0.0
RUTHERFORD2-19,763.0,0.0,0.0,3.0,0.0,93.0,6.0,0.0,3.0,0.0,4.0,14.0,1512.0,0.0
RUTHERFORD2-21,779.0,0.0,0.0,3.0,0.0,74.0,3.0,0.0,4.0,0.0,9.0,25.0,1463.0,2.0
RUTHERFORD3-16,701.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,0.0,4.0,11.0,996.0,0.0
RUTHERFORD3-17,150.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,10.0,45.0,0.0
RUTHERFORDEARLY VOTING - WRITE-INS,0.0,45.0,0.0,0.0,4.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,21.0
SCOTT5-1 CITY PARK,48.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,319.0,0.0
SEQUATCHIEEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
SMITHEARLY VOTING - WRITE-INS,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
SUMNER11-1 BEECH,305.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,7.0,0.0,2.0,9.0,1119.0,0.0
SUMNER9-1 HENDERSONVILLE,991.0,0.0,0.0,5.0,0.0,112.0,5.0,0.0,2.0,0.0,6.0,16.0,2102.0,0.0
TIPTONEARLY VOTING - WRITE-INS,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
TROUSDALEEARLY VOTING - WRITE-INS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
VAN BURENEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WARRENEARLY VOTING - WRITE-INS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
WASHINGTONEARLY VOTING - WRITE-INS,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
WAYNEEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
WILLIAMSON5-2,414.0,5.0,0.0,2.0,2.0,91.0,3.0,0.0,35.0,0.0,5.0,9.0,1431.0,0.0
WILSON1-14,625.0,2.0,0.0,0.0,1.0,70.0,6.0,0.0,12.0,0.0,14.0,16.0,1817.0,0.0
WILSON1-15,342.0,0.0,0.0,2.0,0.0,39.0,3.0,0.0,3.0,0.0,8.0,15.0,1355.0,0.0
WILSON1-16,633.0,3.0,0.0,2.0,1.0,73.0,5.0,0.0,47.0,0.0,9.0,16.0,1476.0,0.0
WILSON1-17,597.0,0.0,0.0,0.0,0.0,72.0,3.0,0.0,9.0,0.0,4.0,23.0,1502.0,0.0
WILSON1-18,396.0,1.0,0.0,3.0,0.0,69.0,0.0,0.0,5.0,0.0,2.0,15.0,1925.0,0.0
WILSON1-19,488.0,0.0,0.0,2.0,0.0,51.0,2.0,0.0,6.0,0.0,8.0,15.0,1153.0,0.0
WILSON1-21,189.0,2.0,0.0,1.0,0.0,18.0,2.0,0.0,14.0,0.0,5.0,8.0,484.0,0.0
WILSON1-22,513.0,1.0,0.0,3.0,0.0,87.0,6.0,0.0,11.0,0.0,10.0,17.0,1426.0,0.0
WILSON1-23,706.0,1.0,0.0,2.0,1.0,111.0,3.0,0.0,27.0,0.0,7.0,21.0,1731.0,0.0
WILSON1-24,431.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,4.0,0.0,7.0,14.0,1097.0,0.0
WILSON1-25,362.0,0.0,0.0,2.0,0.0,68.0,2.0,0.0,13.0,0.0,1.0,13.0,1122.0,0.0
WILSON2-25,299.0,0.0,0.0,4.0,0.0,32.0,1.0,0.0,7.0,0.0,3.0,9.0,809.0,0.0
