Missing in General
CULLMAN_WEST POINT COMMUNITY CENTER
CULLMAN_WHITE CITY COMMUNITY CENTER
DALE_ARGUTA COMMUNITY CENTER
DALE_GRIMES COMMUNITY CENTER
DALLAS_BELOIT COMMUNITY CENTER
DALLAS_GWC HOMES CENTER
DALLAS_MARION JCT_ BLACKBELT EXP
DALLAS_MT_ ZION CHURCH
DALLAS_NEW ST_ JOHNS MINISTRIES
DALLAS_ORRVILLE COMMUNITY CENTER
DALLAS_RANGEDALE CENTER
DALLAS_SAFFORD COMMUNITY CENTER
DALLAS_SHILOH SCHOOL BLDG_
DALLAS_TYLER COMMUNITY CENTER
DALLAS_VALLEY GRANDE COMM_ CTR_
DALLAS_WOODROW AVE_ FIRE STATION
DEKALB_ADAMSBURG FIRE DEPARTMENT
DEKALB_ARONEY FIRE DEPARTMENT
DEKALB_BLAKE COMMUNITY CENTER
DEKALB_COLLINSVILLE-NATL GD ARMORY
DEKALB_FISCHER COMM CENTER PCT 113
DEKALB_FISCHER COMM CENTER PCT 313
DEKALB_HENAGAR COMMUNITY CENTER
DEKALB_MACEDONIA BAPT CHURCH #2
DEKALB_MCKESTES COMMUNITY CENTER
DEKALB_PAINTER-LIBERTY BAPTIST CHURCH
DEKALB_PLEASANT HILL COMMUNITY CENTER
DEKALB_PORTERSVILLE BAPTIST CHURCH
DEKALB_RODENTOWN COMMUNITY CENTER
DEKALB_SAND MTN RESEARCH CENTER
DEKALB_SHADY GROVE BAPTIST CHURCH
DEKALB_SKIRUM COMMUNITY CENTER
DEKALB_SULPHUR SPRINGS COMM CENTER
DEKALB_TENBROECK COMMUNITY CENTER
DEKALB_WHITON-OLD SCHOOL BUILDING
ELMORE_ABSENTEE
ELMORE_ASBURY KENT COMMUNITY CENTER
ELMORE_BUYCK FIRE DEPARTMENT
ELMORE_CAINS CHAPEL LIFE CENTER
ELMORE_DEATSVILLE VOL_ FIRE
ELMORE_FAIN PARK COMMUNITY CENTER
ELMORE_FRIENDSHIP FIRE
ELMORE_KOWALIGA FIRE STATION #1
ELMORE_MILLBROOK
ELMORE_MILLBROOK CIVIC CENTER
ELMORE_PROVISIONAL
ELMORE_REDHILL COMMUNITY CENTER
ELMORE_SANTUCK COMMUNITY CENTER
ELMORE_SEMAN FIRE DEPARTMENT
ELMORE_TITUS COMMUNITY CENTER
ELMORE_WALLSBORO COMMUNITY CENTER
ELMORE_WEOKA COMMUNITY CENTER
ELMORE_WETUMPKA CIVIC CENTER
ESCAMBIA_FLOMATON 1ST BAPTIST
ETOWAH_1ST UNITED METHODIST ATTALLA
ETOWAH_EAST GADSDEN REC_ CENTER
ETOWAH_GEORGE WALLACE SENIOR CENTER
ETOWAH_HOKES BLUFF COMMUNITY CENTER
ETOWAH_IVALEE VOL_ FIRE DEPARTMENT
ETOWAH_LOOKOUT MTN_ COMMUNITY CENTER
ETOWAH_MEADOW BROOK BAPTIST CHURCH
ETOWAH_NEW UNION COMMUNITY CENTER
ETOWAH_NORTH GADSDEN REC_ CENTER
ETOWAH_NORTHEAST ETOWAH COMM CENTER
ETOWAH_OLD GADSDEN HIGH LUNCHROOM
ETOWAH_RAINBOW CITY COMMUNITY CENTER
ETOWAH_SOUTHSIDE COMMUNITY CENTER
ETOWAH_TABERNACLE ACTIVITY CENTER
ETOWAH_TILLISON BEND WATER AUTHORITY
ETOWAH_WALNUT PARK REC_ CENTER
FAYETTE_BROWNS-WHITES CHAPEL CENTER
FAYETTE_BYLOR VOTING CENTER-BANKSTON
FAYETTE_COLE VT CENTER KILLINGSWORTH
FAYETTE_COLE-NEW RIVER CHURCH CHRIST
FAYETTE_FAYETTE-COVIN VOTING CENTER
FAYETTE_FORDS VT CENTER-BRUCE TURNER
FAYETTE_GEORGES CREEK VC-PEA RIDGE
FAYETTE_HICO VT CENTER- NEWTONVILLE
FAYETTE_LEE-OAKRIDGE VOTING CENTER
FAYETTE_RIDGE-CONCORD CH VT CENTER
FAYETTE_RUSSELL VT CENTER BOBO SCHOOL
FAYETTE_STONEWALL-CANNAN COMM CENTER
FAYETTE_WEBSTER VT CENTER-WAYSIDE SC
FRANKLIN_ABSENTEE
FRANKLIN_GWENS GARAGE PRCT 12
FRANKLIN_PROVISIONAL
FRANKLIN_RED BAY PRCT 5
GENEVA_BELLWOOD COMMUNITY CENTER
GENEVA_CHANCELLOR COMMUNITY CENTER
GENEVA_DEVCO COMMUNITY CENTER
GENEVA_FLAT CREEK COMMUNITY CENTER
GENEVA_HACODA COMMUNITY CENTER
GENEVA_HUGHES COMMUNITY CENTER
GREENE_BOLIGEE CITY HALL
GREENE_CLINTON COMMUNITY CENTER
GREENE_EUTAW ACTIVITY CENTER
GREENE_JENA CLUB HOUSE
GREENE_KNOXVILLE FIRE DEPARTMENT
GREENE_MANTUA FIRE DEPARTMENT
GREENE_MT_ HEBRON PRE-SCHOOL
GREENE_TISHABEE COMMUNITY CENTER
GREENE_UNION CITY HALL
HALE_CEDARVILLE
HALE_MT_ HERMAN
HALE_NEWBERN-OLD BANK BUILDING
HALE_SAWYERVILLE HEAD START SCHOOL
HALE_SUNSHINE HIGH SCHOOL
HENRY_NEWVILLE VOTING HOUSE
HENRY_TUMBLETON VOTING HOUSE
HENRY_UNION VOTING HOUSE
HOUSTON_ANDREW BELLE COMMUNITY CENTER
HOUSTON_DOUG TEW COMMUNITY CENTER
HOUSTON_MADRID SENIOR CENTER
HOUSTON_ROSSIE PURCELL PUBLIC LIBRARY
JACKSON_BRIDGEPORT COMMUNITY CENTER
JACKSON_BRYANT COMMUNITY BUILDING
JACKSON_FLAT ROCK RURITAN BUILDING
JACKSON_HIGDON NORTH SAND MT_ SCHOOL
JACKSON_HOLLY SPRINGS BAPTIST CHURCH
JACKSON_LONG ISLAND COMMUNITY CENTER
JACKSON_MINKCREEK NEWHOPE METHODIST
JACKSON_PAINT ROCK SR CITIZEN CENTER
JACKSON_PLEASANT GROVES COMM_ CENTER
JACKSON_ROSALIE COMMUNITY CENTER
JACKSON_SCOTTSBORO REC_COM_ BUILDING
JEFFERSON_1260 - CALVARY RESURRECT
JEFFERSON_1310 - BIRMNGHAM FIRE ST
JEFFERSON_1390 - LEWIS ELEMENTARY
JEFFERSON_2350 - OXMOOR VALLEY COM
JEFFERSON_2390 - ROOSEVELT FIRST B
JEFFERSON_3190 - NEW BETHLEHEM BAP
JEFFERSON_3330 - BOOKER HEIGHTS DE
JEFFERSON_4110 - PINSON UNITED MET
JEFFERSON_4120 - GRACE COMMUNITY C
JEFFERSON_4160 - CENTER POINT FIRS
JEFFERSON_5040 - METROPOLITAN CHUR
JEFFERSON_5130 - MOUNTAIN BROOK FI
JEFFERSON_5270 - ELECTION SYSTEMS
LAMAR_HENSON SPRINGS FIRE STATION
LAUDERDALE_1ST PRESBYTERIAN CHURCH
LAUDERDALE_BROADWAY REC_ CENTER
LAUDERDALE_CENTRAL BAPTIST CHURCH
LAUDERDALE_CENTRAL COMMUNITY CENTER
LAUDERDALE_CLOVERDALE COMMUNITY CENTER
LAUDERDALE_E CAMPUS WOODMONT BAPTIST
LAUDERDALE_ELGIN SENIOR CENTER
LAUDERDALE_FLORENCE - MIDDLE SCHOOL
LAUDERDALE_FLORENCE BLVD CHURCH OF CHRIST
LAUDERDALE_GRADY RICHARDS CENTER
LAUDERDALE_GREENHILL SENIOR CENTER
LAUDERDALE_HANDY RECREATION CENTER
LAUDERDALE_HIGHLAND BAPTIST CHURCH
LAUDERDALE_KILLEN BAPTIST CHURCH
LAUDERDALE_LEXINGTON SENIOR CENTER
LAUDERDALE_ROGERSVILLE SENIOR CENTER
LAUDERDALE_SHERROD AVE CHURCH OF CHRIST
LAUDERDALE_STEWARTVILLE CHURCH OF CHRIST
LAUDERDALE_ST_ FLORIAN SENIOR CENTER
LAUDERDALE_UNDERWOOD COMMUNITY CENTER
LAUDERDALE_ZIP CITY COMMUNITY CENTER
LEE_BEULAH FIRE DEPT_ #3
LEE_BOYKIN COMMUNITY CENTER
LEE_CLARION INN S_ COLLEGE
LEE_COVINGTON PARK COMM_ CTR_
LEE_DEAN ROAD REC_ CTR_
LEE_EAMC HEALTH RESOURCE CTR_
LEE_FRANK BROWN REC_ CENTER
LEE_LOACHAPOKA COMM_ CTR_
"LEE_NATIONAL GUARD, AUBURN"
LEE_OPELIKA LEARNING CTR_
LEE_OPELIKA RECREATION CTR_
LEE_PINE GROVE UN_ METHODIST
"LEE_SR_ CTR_, SMITH STATION"
LEE_WACOOCHEE JR_ HIGH SCHOOL
LIMESTONE_ATHENS RECREATION CENTER
LIMESTONE_BELMORE BAPTIST CHURCH
LIMESTONE_COPELAND PRESBYTERIAN CHURCH
LIMESTONE_ELKMONT FIRE DEPARTMENT
LIMESTONE_FIRST BAPTIST CHURCH TANNER
LIMESTONE_FRIENDSHIP UNITED METHODIST
LIMESTONE_ISOMS CHAPEL UNITED METHODIST
LIMESTONE_LAMB OF GOD LUTHERAN CHURCH
LIMESTONE_OWENS SENIOR CENTER
LIMESTONE_ROUND ISLAND BAPTIST CHURCH
LIMESTONE_ST MARK PRIMITIVE BAPTIST
LIMESTONE_WOOLEY SPRINGS BAPTIST CHURCH
LOWNDES_FT_ DEPOSIT ARMORY
LOWNDES_LOWNDES CTY DEV OFC
LOWNDES_NEW HOPE CHURCH
LOWNDES_SANDY RIDGE COMMUNITY CENTER
MACON_CHISHOLM COMMUNITY CENTER
MACON_DISTRICT 4 COMMUNITY CENTER
MACON_PRAIRIE FARM REC_ CENTER
MACON_SOJOURNER COMMUNITY CENTER
MACON_TUSKEGEE MUNICIPAL COMPLEX
MACON_WARRIOR DIST_2 REC_ CENTER
MADISON_ALDERSGATE UNITED METHODIST
MADISON_BOB HARRISON SENIOR CENTER
MADISON_BROWNSBORO BAPTIST CHURCH
MADISON_CAVALRY FRIENDSHIP CENTER
MADISON_CHARLES STONE AG_ CENTER
MADISON_COUNTY COMMISSION DISTRICT 1
MADISON_COVE UNITED METHODIST CHURCH
MADISON_COVENANT PRESBYTERIAN CHURCH
MADISON_DR_ RICHARD SHOWERS CENTER
MADISON_FIRST BAPTIST MERIDANVILLE
MADISON_FIRST CHURH OF GOD MADISON
MADISON_GURLEY CITY HALL
MADISON_LAKEWOOD COMMUNITY CENTER
MADISON_LITTLE INDIAN CREEK CHURCH
MADISON_MAYSVILLE CHURCH OF CHRIST
MADISON_MERIDANVILLE CHURCH OF CHRIST
MADISON_MONROVIA CHURCH OF CHRIST
MADISON_MONROVIA COMMUNITY CENTER
MADISON_PLAINVIEW CHURCH OF CHRIST
MADISON_SHERWOOD BAPTIST CHURCH
MADISON_ST_ JOHNS CATHOLIC CHURCH
MADISON_WESTSIDE COMMUNITY CENTER
MARENGO_AIMWELL VOTING BOOTH
MARENGO_DEMOPOLIS HIGH SCHOOL
MARENGO_DEMOPOLIS WESTSIDE SCHOOL
MARENGO_DIXONS MILLS VOL_ FIRE
MARENGO_FLATWOODS COMM_ CENTER
MARENGO_MAGNOLIA COMM_ CENTER
MARENGO_MYRTLEWOOD COMM_ CENTER
MARENGO_NANAFALIA COMM_ CENTER
MARENGO_NICHOLSVILLE BAPTIST CHUR
MARENGO_RANGELINE VOTING BOOTH
MARENGO_SURGINER COMM_ CENTER
MARION_BEXAR BEHIND OLD POST OFFICE
MARION_BRILLIANT COMM_ CENTER
MARION_ET SIMS JR_ BUILDING
MARION_KIMBROUGH CRAFT COMM BLDG
MARION_RYE BYRD VOL_ FIRE DEPT_
MARION_SHILOH COMM_ BLDG_
MARION_SHOTTSVILLE FIRE DEPT_
MARION_WINFIELD COMM_ CENTER
MARSHALL_ALDER SPRINGS COMMUNITY CENTER
MARSHALL_BUCKSNORT COMMUNITY CENTER
MARSHALL_FRIENDSHIP PINE GROVE SCHOOL
MARSHALL_GUNTERSVILLE REC_ CENTER
MARSHALL_HEBRON COMMUNITY CENTER
MARSHALL_LATTIWOOD COMMUNITY CENTER
MARSHALL_SIMS COMMUNITY CENTER
MARSHALL_SWEARENGIN COMMUNITY CENTER
MARSHALL_UNION GROVE COMMUNITY CENTER
MARSHALL_WARRENTON COMMUNITY CENTER
MOBILE_1ST INDEPENDANT METHODIST #1
MOBILE_1ST INDEPENDANT METHODIST #2
MOBILE_ABSENTEE
MOBILE_DAYSPRING BAPTIST CHURCH #1
MOBILE_DAYSPRING BAPTIST CHURCH #2
MOBILE_DAYSPRING BAPTIST CHURCH #3
MOBILE_FELLOWSHIP BAPTIST #1
MOBILE_FELLOWSHIP BAPTIST #2
MOBILE_FOREST HILL ELEM SCHOOL #1
MOBILE_FOREST HILL ELEM SCHOOL #2
MOBILE_MAE EANES SCHOOL #1
MOBILE_MAE EANES SCHOOL #2
MOBILE_MOFFETT RD ASSMEBLY OF GOD #1
MOBILE_MOFFETT RD ASSMEBLY OF GOD #2
MOBILE_PROVISIONAL
MOBILE_ST MICHAEL CATHOLIC CHURCH #1
MOBILE_ST MICHAEL CATHOLIC CHURCH #2
MONROE_BURNT CORN FIRE DEPARTMENT
MONROE_GOODWAY FIRE DEPARTMENT
MONROE_MONROEVILLE HOUSING AUTHORITY
MONROE_PETERMAN WATER DEPARTMENT
MONROE_URIAH FIRE DEPARTMENT
MONTGOMERY_410 SHERIDAN HEIGHTS #1
MONTGOMERY_410 SHERIDAN HEIGHTS #2
MONTGOMERY_503 LAPINE CHURCH CHRIST #1
MONTGOMERY_503 LAPINE CHURCH CHRIST #2
MONTGOMERY_509 PIKE ROAD VFD #1
MONTGOMERY_509 PIKE ROAD VFD #2
MORGAN_AMER_ LEGION BLDG POST 15
MORGAN_AQUADOME REC_ CENTER
MORGAN_AUSTINVILLE CHURCH OF CHRIST
MORGAN_CARRIE MATTHEWS REC_ CENTER
MORGAN_CENTER SPRINGS METHODIST
MORGAN_DANVILLE VOL_ FIRE DEPARTMENT
MORGAN_EBENEZER VOL_ FIRE DEPARTMENT
MORGAN_EVA VOLUNTEER FIRE DEPARTMENT
MORGAN_FALKVILLE MUNICIPAL BUILDING
MORGAN_FORT DECATUR REC_ CENTER
MORGAN_GUM POND FIRE DEPARTMENT
MORGAN_JOHN J SPARKMAN CIVIC CENTER
MORGAN_NEEL VOLUNTEER FIRE DEPARTMENT
MORGAN_ODEN RIDGE VOL_ FIRE DEPT
MORGAN_PRICEVILLE MUNICIPAL BUILDING
MORGAN_SALVATION ARMY OF DECATUR
MORGAN_TRINITY MUNICIPAL BUILDING
MORGAN_TURNER SURLES COMMUNITY CENTER
MORGAN_T_C_ ALMON RECREATION CENTER
MORGAN_UNION HILL SENIOR CENTER
PERRY_AIRPORT
PERRY_COMMUNITY LIFE BUILDING
PIKE_BANKS VOTING CENTER #2
PIKE_BRUNDIDGE-HAISTEN BUILDING
PIKE_CHINA GROVE COUNTY BUILDING
PIKE_DUNNS VOTING CENTER #2
PIKE_EBENEZER VOTING CENTER #2
PIKE_ENON COUNTY BUILDING
PIKE_GALLOWAY RD COMMUNITY CENTER
PIKE_GOLDEN-SATELLITE BUILDING
PIKE_HENDERSON VOTING CENTER #1
PIKE_HENDERSON VOTING CENTER #2
PIKE_JOSIE COUNTY BUILDING
PIKE_LITTLE OAK COUNTY BUILDING
PIKE_MEEKSVILLE VOL_ FIRE
PIKE_RURAL HOME COUNTY BUILDING
PIKE_SACO - VOL_ FIRE DEPARTMENT
PIKE_SPRINGHILL HOUSING AUTHORITY
PIKE_SPRINGHILL VOL FIRE DEPARTMENT
PIKE_TARENTUM COMMUNITY CLUBHOUSE
PIKE_TROY RECREATION CENTER
RANDOLPH_WOODLAND FIRE DEPARTMENT 1
RUSSELL_CENTRAL ACTIVITIES BUILDING
RUSSELL_CLAUDE PARKMAN BUILDING
RUSSELL_FT_ MITCHELL COMMUNITY CENTER
RUSSELL_SPENCER RECREATION CENTER
SHELBY_CHELSEA LIBERTY BAPTIST
SHELBY_COLUMBIANA RECREATION BUILDING
SHELBY_DUNNAVANT COMMUNITY CENTER
SHELBY_EVANGEL PRESBYTERIAN CHURCH
SHELBY_MONTEVALLO PARKS & RECREATION
SHELBY_PEA RIDGE COMMUNITY CENTER
SHELBY_RIVERCHASE CHURCH OF CHRIST
SHELBY_SPORTS BLAST SHELBY CO_
SHELBY_UNITED METHODIST ALABASTER
SHELBY_VANDIVER-STERETT SENIOR CENTER
SHELBY_VINCENT CITY HALL
SHELBY_WILSONVILLE UNITED METHODIST
STCLAIR_ALA_ NATIONAL GUARD
STCLAIR_CHANDLER MT_ COMMUNITY CENTER
STCLAIR_PELL CITY COMMUNITY CENTER
STCLAIR_PRESCOTT COMMUNITY CENTER
STCLAIR_SHOAL CREEK COMMUNITY CENTER
STCLAIR_STEELE COMM_ CENTER
TALLADEGA_BEMISTON RECREATION CENTER
TALLADEGA_J_ CRAIG SMITH COMMUNITY CTR
TALLADEGA_MUNFORD OLD HIGH SCHOOL GYM
TALLADEGA_R_ S_ LIMBAUGH COMMUNITY CTR
TALLADEGA_SPRING STREET COMMUNITY CENTER
TALLADEGA_ST_ ANDREWS METHODIST CHURCH
TALLADEGA_SYCAMORE NUTRITION CENTER
TALLAPOOSA_ABSENTEE
TALLAPOOSA_BUTTSTON VOL_ FIRE
TALLAPOOSA_MARYS CROSS ROADS V HOUSE
TALLAPOOSA_PENTECOST UNITED METHODIST
TALLAPOOSA_PROVISIONAL
TALLAPOOSA_REELTOWN FIRE DEPARTMENT
TALLAPOOSA_ROCKY CREEK BAPTIST CHURCH
TUSCALOOSA_ABERNANT BAPTIST CHURCH
TUSCALOOSA_CARROLLS CREEK BAPTIST
TUSCALOOSA_CHAPEL HILL BAPTIST
TUSCALOOSA_COKER FIRE DEPARTMENT
TUSCALOOSA_CORNERSTONE BAPTIST CHURCH
TUSCALOOSA_COTTONDALE METHODIST CHURCH
TUSCALOOSA_FLATWOODS BAPTIST
TUSCALOOSA_FOREST LAKE METHODIST
TUSCALOOSA_FOSTERS FIRE DEPARTMENT
TUSCALOOSA_G G HARDIN COMMUNITY CENTER
TUSCALOOSA_JAYCEE PARK BOYS CLUB
TUSCALOOSA_KELLERMAN ANTIOCH BAPTIST
TUSCALOOSA_LAKEVIEW BAPTIST CHURCH
TUSCALOOSA_MONTGOMERY FIRE DEPARTMENT
TUSCALOOSA_MOUNT OLIVE FIRE DEPARTMENT
TUSCALOOSA_NORTHPORT COMMUNITY CENTER
TUSCALOOSA_OLD REX APPLIANCE BUILDING
TUSCALOOSA_PETERSON COMMUNITY CHURCH
TUSCALOOSA_RALPH FIRE DEPARTMENT
TUSCALOOSA_ROMULUS FIRE DEPARTMENT
TUSCALOOSA_SKYLAND ELEMENTARY
TUSCALOOSA_SPRAYBERRY REG ED CENTER
TUSCALOOSA_STILLMAN COLL HAYS CENTER
TUSCALOOSA_TANNEHILL VALLEY BAPTIST
TUSCALOOSA_TUSCALOOSA ACADEMY
TUSCALOOSA_TUSCALOOSA COURTHOUSE ANNEX
TUSCALOOSA_UNITY BAPTIST
TUSCALOOSA_VESTAVIA HILLS ELEMENTARY
TUSCALOOSA_WINDHAM SPRINGS BAPTIST
TUSCALOOSA_YELLOW CREEK FIRE DEPARTMENT
WALKER_ABSENTEE
WALKER_ABUNDANT LIFE CHURCH
WALKER_ARGO FIRE DEPARTMENT
WALKER_BETHEL ASSEMBLY OF GOD CHURCH
WALKER_BEVILL STATE TECH_
WALKER_BOLDO COMMUNITY CENTER
WALKER_CARBON HILL COMMUNITY CENTER
WALKER_COPELAND FERRY FD
WALKER_CORDOVA VFW BUILDING
WALKER_CROSSROADDS CHURCH OF CHRIST
WALKER_CURRY-COMMUNITY CENTER
WALKER_DILLWORTH COMMUNITY BUILDING
WALKER_EMPIRE UNION BUILDING
WALKER_MANCHESTER COMMUNITY BUILDING
WALKER_MCCOLLUM NATIONAL GUARD
WALKER_MEADOW/SMITH LIBRARY
WALKER_NEW BETHANY CHURCH OF GOD
WALKER_OAKMAN SENIOR CITIZENS
WALKER_PARRISH HIGH SCHOOL GYM
WALKER_PINEYWOODS FIRE DEPARTMENT
WALKER_POCAHONAS FREEWILL BAPTIST
WALKER_PROSPECT METHODIST CHURCH
WALKER_PROVISIONAL
WALKER_RICES CHAPEL CHURCH
WALKER_SARAGOSSA COMMUNITY CENTER
WALKER_SIPSEY SCHOOL
WALKER_TUTWILER FIRE DEPARTMENT
WALKER_VALLEY JR_ HIGH
